,acousticness,album_name,album_type,analysis_url,artist,danceability,duration_ms,energy,id,instrumentalness,key,liveness,loudness,mode,popularity,release_date,speechiness,tempo,time_signature,track_href,track_name,type,uri,valence
79,0.00208,SUPER,album,https://api.spotify.com/v1/audio-analysis/7hXScP3AdTQQgYNrAlA2Br,Pet Shop Boys,0.539,257667.0,0.843,7hXScP3AdTQQgYNrAlA2Br,0.0843,9.0,0.13,-8.592,0.0,1.0,2016-04-01,0.0347,128.001,4.0,https://api.spotify.com/v1/tracks/7hXScP3AdTQQgYNrAlA2Br,Into Thin Air,audio_features,spotify:track:7hXScP3AdTQQgYNrAlA2Br,0.436
80,0.000755,Super,album,https://api.spotify.com/v1/audio-analysis/1JBqmBdxUpClYmW3zCCHCW,Pet Shop Boys,0.679,244627.0,0.901,1JBqmBdxUpClYmW3zCCHCW,0.0622,9.0,0.128,-6.035,0.0,31.0,2016-04-01,0.036,119.987,4.0,https://api.spotify.com/v1/tracks/1JBqmBdxUpClYmW3zCCHCW,Happiness,audio_features,spotify:track:1JBqmBdxUpClYmW3zCCHCW,0.555
81,0.0524,Super,album,https://api.spotify.com/v1/audio-analysis/6gQOclxG0m17obCWjVEom9,Pet Shop Boys,0.587,235587.0,0.887,6gQOclxG0m17obCWjVEom9,0.00612,7.0,0.209,-6.338,0.0,41.0,2016-04-01,0.056,125.978,4.0,https://api.spotify.com/v1/tracks/6gQOclxG0m17obCWjVEom9,The Pop Kids,audio_features,spotify:track:6gQOclxG0m17obCWjVEom9,0.57
82,0.00694,Super,album,https://api.spotify.com/v1/audio-analysis/0X1LEKDCo9XvdYQAtrqHpf,Pet Shop Boys,0.523,262547.0,0.882,0X1LEKDCo9XvdYQAtrqHpf,0.0586,5.0,0.106,-4.585,0.0,37.0,2016-04-01,0.0314,174.006,4.0,https://api.spotify.com/v1/tracks/0X1LEKDCo9XvdYQAtrqHpf,Twenty-something,audio_features,spotify:track:0X1LEKDCo9XvdYQAtrqHpf,0.565
83,0.000475,Super,album,https://api.spotify.com/v1/audio-analysis/3mOBZqfxgKtQ5AnOzTv1iC,Pet Shop Boys,0.547,209600.0,0.979,3mOBZqfxgKtQ5AnOzTv1iC,0.67,9.0,0.457,-5.413,0.0,28.0,2016-04-01,0.0521,128.992,4.0,https://api.spotify.com/v1/tracks/3mOBZqfxgKtQ5AnOzTv1iC,Groovy,audio_features,spotify:track:3mOBZqfxgKtQ5AnOzTv1iC,0.457
84,0.00126,Super,album,https://api.spotify.com/v1/audio-analysis/2RccROmA5MRRLzX8HkzreL,Pet Shop Boys,0.605,290933.0,0.857,2RccROmA5MRRLzX8HkzreL,0.807,9.0,0.109,-6.696,1.0,32.0,2016-04-01,0.0488,113.036,4.0,https://api.spotify.com/v1/tracks/2RccROmA5MRRLzX8HkzreL,The Dictator Decides,audio_features,spotify:track:2RccROmA5MRRLzX8HkzreL,0.67
85,0.000393,Super,album,https://api.spotify.com/v1/audio-analysis/4ZdafzpXxlJXIfYmNfUMCy,Pet Shop Boys,0.656,164520.0,0.636,4ZdafzpXxlJXIfYmNfUMCy,0.0516,9.0,0.219,-6.859,1.0,28.0,2016-04-01,0.0391,121.012,4.0,https://api.spotify.com/v1/tracks/4ZdafzpXxlJXIfYmNfUMCy,Pazzo!,audio_features,spotify:track:4ZdafzpXxlJXIfYmNfUMCy,0.344
86,0.00115,Super,album,https://api.spotify.com/v1/audio-analysis/5S5Rf5egsjnIARCJVI8OWg,Pet Shop Boys,0.575,258960.0,0.91,5S5Rf5egsjnIARCJVI8OWg,0.22,4.0,0.133,-7.633,0.0,32.0,2016-04-01,0.039,127.021,4.0,https://api.spotify.com/v1/tracks/5S5Rf5egsjnIARCJVI8OWg,Inner Sanctum,audio_features,spotify:track:5S5Rf5egsjnIARCJVI8OWg,0.312
87,0.0248,Super,album,https://api.spotify.com/v1/audio-analysis/2vUuSfICMyAY6UY4tVBHMP,Pet Shop Boys,0.511,255280.0,0.977,2vUuSfICMyAY6UY4tVBHMP,0.00689,4.0,0.632,-5.747,0.0,26.0,2016-04-01,0.114,128.0,4.0,https://api.spotify.com/v1/tracks/2vUuSfICMyAY6UY4tVBHMP,Undertow,audio_features,spotify:track:2vUuSfICMyAY6UY4tVBHMP,0.432
88,0.64,Super,album,https://api.spotify.com/v1/audio-analysis/3Jxt64EOaZ7FADy8Ibtat6,Pet Shop Boys,0.548,198880.0,0.572,3Jxt64EOaZ7FADy8Ibtat6,0.0815,8.0,0.308,-7.621,0.0,24.0,2016-04-01,0.0281,145.975,4.0,https://api.spotify.com/v1/tracks/3Jxt64EOaZ7FADy8Ibtat6,Sad Robot World,audio_features,spotify:track:3Jxt64EOaZ7FADy8Ibtat6,0.242
89,0.000666,Super,album,https://api.spotify.com/v1/audio-analysis/3V2wxdVyeN9JvuQ1ymkxLQ,Pet Shop Boys,0.586,188147.0,0.88,3V2wxdVyeN9JvuQ1ymkxLQ,0.314,9.0,0.102,-5.752,0.0,36.0,2016-04-01,0.0349,123.958,4.0,https://api.spotify.com/v1/tracks/3V2wxdVyeN9JvuQ1ymkxLQ,Say It to Me,audio_features,spotify:track:3V2wxdVyeN9JvuQ1ymkxLQ,0.701
90,0.000612,Super,album,https://api.spotify.com/v1/audio-analysis/0fZWb5vDhwGeQLlGnGOYnd,Pet Shop Boys,0.634,233707.0,0.688,0fZWb5vDhwGeQLlGnGOYnd,0.59,10.0,0.108,-7.921,0.0,38.0,2016-04-01,0.0471,124.005,4.0,https://api.spotify.com/v1/tracks/0fZWb5vDhwGeQLlGnGOYnd,Burn,audio_features,spotify:track:0fZWb5vDhwGeQLlGnGOYnd,0.342
91,0.00208,Super,album,https://api.spotify.com/v1/audio-analysis/6Km79HHsGEkxC45axd3kpr,Pet Shop Boys,0.539,257667.0,0.843,6Km79HHsGEkxC45axd3kpr,0.0843,9.0,0.13,-8.592,0.0,24.0,2016-04-01,0.0347,128.001,4.0,https://api.spotify.com/v1/tracks/6Km79HHsGEkxC45axd3kpr,Into Thin Air,audio_features,spotify:track:6Km79HHsGEkxC45axd3kpr,0.436
92,2.51e-05,Electric,album,https://api.spotify.com/v1/audio-analysis/59Vy03a1qYpuxbw7muxval,Pet Shop Boys,0.461,332787.0,0.948,59Vy03a1qYpuxbw7muxval,0.6,11.0,0.114,-4.484,0.0,4.0,2013-07-15,0.0559,123.99,4.0,https://api.spotify.com/v1/tracks/59Vy03a1qYpuxbw7muxval,Axis,audio_features,spotify:track:59Vy03a1qYpuxbw7muxval,0.24
93,0.000404,Electric,album,https://api.spotify.com/v1/audio-analysis/2dPX02fgWvvKztn1QBWR0F,Pet Shop Boys,0.679,344493.0,0.938,2dPX02fgWvvKztn1QBWR0F,0.0163,7.0,0.354,-4.466,1.0,2.0,2013-07-15,0.067,121.015,4.0,https://api.spotify.com/v1/tracks/2dPX02fgWvvKztn1QBWR0F,Bolshy,audio_features,spotify:track:2dPX02fgWvvKztn1QBWR0F,0.628
94,2.92e-05,Electric,album,https://api.spotify.com/v1/audio-analysis/6PW3UKrQRAS3Qdisrgu4KE,Pet Shop Boys,0.447,402147.0,0.884,6PW3UKrQRAS3Qdisrgu4KE,4.66e-05,8.0,0.141,-6.072,1.0,13.0,2013-07-15,0.0866,129.016,4.0,https://api.spotify.com/v1/tracks/6PW3UKrQRAS3Qdisrgu4KE,Love Is A Bourgeois Construct,audio_features,spotify:track:6PW3UKrQRAS3Qdisrgu4KE,0.197
95,0.000146,Electric,album,https://api.spotify.com/v1/audio-analysis/6lPNGbsdefIk9bQIuHGKFY,Pet Shop Boys,0.625,376293.0,0.602,6lPNGbsdefIk9bQIuHGKFY,0.925,7.0,0.1,-7.113,1.0,2.0,2013-07-15,0.0336,127.003,4.0,https://api.spotify.com/v1/tracks/6lPNGbsdefIk9bQIuHGKFY,Fluorescent,audio_features,spotify:track:6lPNGbsdefIk9bQIuHGKFY,0.551
96,0.000397,Electric,album,https://api.spotify.com/v1/audio-analysis/44y16MMyRwvtijggxLITWd,Pet Shop Boys,0.699,337827.0,0.737,44y16MMyRwvtijggxLITWd,0.492,1.0,0.194,-5.467,1.0,2.0,2013-07-15,0.0394,123.015,4.0,https://api.spotify.com/v1/tracks/44y16MMyRwvtijggxLITWd,Inside A Dream,audio_features,spotify:track:44y16MMyRwvtijggxLITWd,0.408
97,0.000674,Electric,album,https://api.spotify.com/v1/audio-analysis/5atxznOBwpu0mtxh8FBV8A,Pet Shop Boys,0.453,252573.0,0.9,5atxznOBwpu0mtxh8FBV8A,0.0445,1.0,0.289,-5.419,0.0,3.0,2013-07-15,0.0474,133.982,3.0,https://api.spotify.com/v1/tracks/5atxznOBwpu0mtxh8FBV8A,The Last To Die,audio_features,spotify:track:5atxznOBwpu0mtxh8FBV8A,0.349
98,3.57e-06,Electric,album,https://api.spotify.com/v1/audio-analysis/7nIwD4RdG3PZUu8e515H81,Pet Shop Boys,0.606,216307.0,0.956,7nIwD4RdG3PZUu8e515H81,0.8,6.0,0.216,-5.445,0.0,2.0,2013-07-15,0.0594,137.004,4.0,https://api.spotify.com/v1/tracks/7nIwD4RdG3PZUu8e515H81,Shouting In The Evening,audio_features,spotify:track:7nIwD4RdG3PZUu8e515H81,0.0788
99,4.71e-05,Electric,album,https://api.spotify.com/v1/audio-analysis/1KnUygMvect5QgIfbTP172,Pet Shop Boys,0.666,302533.0,0.779,1KnUygMvect5QgIfbTP172,0.00403,10.0,0.268,-5.275,0.0,11.0,2013-07-15,0.036,118.967,4.0,https://api.spotify.com/v1/tracks/1KnUygMvect5QgIfbTP172,Thursday,audio_features,spotify:track:1KnUygMvect5QgIfbTP172,0.451
100,0.000154,Electric,album,https://api.spotify.com/v1/audio-analysis/405YTYoJOr2xO4qR2vnZhV,Pet Shop Boys,0.59,394467.0,0.823,405YTYoJOr2xO4qR2vnZhV,0.165,5.0,0.083,-4.899,0.0,11.0,2013-07-15,0.0326,130.023,4.0,https://api.spotify.com/v1/tracks/405YTYoJOr2xO4qR2vnZhV,Vocal,audio_features,spotify:track:405YTYoJOr2xO4qR2vnZhV,0.164
101,3.58e-05,Electric,album,https://api.spotify.com/v1/audio-analysis/4hOzzaodfI7YMSx7kOQvKf,Pet Shop Boys,0.786,252453.0,0.734,4hOzzaodfI7YMSx7kOQvKf,0.886,11.0,0.0662,-7.019,0.0,1.0,2013-07-15,0.0424,123.996,4.0,https://api.spotify.com/v1/tracks/4hOzzaodfI7YMSx7kOQvKf,Axis (Boys Noize Remix),audio_features,spotify:track:4hOzzaodfI7YMSx7kOQvKf,0.23
102,3.12e-05,Electric,album,https://api.spotify.com/v1/audio-analysis/4PaY0KnqUUbgfr2X9BKbt9,Pet Shop Boys,0.795,250760.0,0.808,4PaY0KnqUUbgfr2X9BKbt9,0.911,11.0,0.0647,-6.585,0.0,1.0,2013-07-15,0.0415,124.0,4.0,https://api.spotify.com/v1/tracks/4PaY0KnqUUbgfr2X9BKbt9,Axis (Boys Noize Dub Remix),audio_features,spotify:track:4PaY0KnqUUbgfr2X9BKbt9,0.195
103,2.61e-05,Electric,album,https://api.spotify.com/v1/audio-analysis/6WGhkTj9VgrrOl4lxa0c91,Pet Shop Boys,0.233,332560.0,0.944,6WGhkTj9VgrrOl4lxa0c91,0.654,2.0,0.111,-4.475,1.0,32.0,2013-07-15,0.0557,124.015,4.0,https://api.spotify.com/v1/tracks/6WGhkTj9VgrrOl4lxa0c91,Axis,audio_features,spotify:track:6WGhkTj9VgrrOl4lxa0c91,0.227
104,0.000363,Electric,album,https://api.spotify.com/v1/audio-analysis/67Usb6Nsla2XnKYYQe26z8,Pet Shop Boys,0.68,344625.0,0.938,67Usb6Nsla2XnKYYQe26z8,0.016,7.0,0.355,-4.464,1.0,24.0,2013-07-15,0.0679,121.016,4.0,https://api.spotify.com/v1/tracks/67Usb6Nsla2XnKYYQe26z8,Bolshy,audio_features,spotify:track:67Usb6Nsla2XnKYYQe26z8,0.682
105,2.97e-05,Electric,album,https://api.spotify.com/v1/audio-analysis/3C5KefmMNTMZG1mxlwQQaC,Pet Shop Boys,0.45,401713.0,0.885,3C5KefmMNTMZG1mxlwQQaC,1.47e-05,8.0,0.127,-6.106,1.0,40.0,2013-07-15,0.0844,129.03,4.0,https://api.spotify.com/v1/tracks/3C5KefmMNTMZG1mxlwQQaC,Love is a Bourgeois Construct,audio_features,spotify:track:3C5KefmMNTMZG1mxlwQQaC,0.181
106,0.000145,Electric,album,https://api.spotify.com/v1/audio-analysis/6I9RC26YicuLJnBHLkcjIe,Pet Shop Boys,0.63,374805.0,0.593,6I9RC26YicuLJnBHLkcjIe,0.907,7.0,0.101,-7.092,1.0,26.0,2013-07-15,0.0348,127.001,4.0,https://api.spotify.com/v1/tracks/6I9RC26YicuLJnBHLkcjIe,Fluorescent,audio_features,spotify:track:6I9RC26YicuLJnBHLkcjIe,0.538
107,0.000321,Electric,album,https://api.spotify.com/v1/audio-analysis/7GmjnVMuXDMSCigNy3PlwV,Pet Shop Boys,0.697,337653.0,0.729,7GmjnVMuXDMSCigNy3PlwV,0.506,10.0,0.274,-5.436,0.0,27.0,2013-07-15,0.0392,123.023,4.0,https://api.spotify.com/v1/tracks/7GmjnVMuXDMSCigNy3PlwV,Inside a Dream,audio_features,spotify:track:7GmjnVMuXDMSCigNy3PlwV,0.384
108,0.000599,Electric,album,https://api.spotify.com/v1/audio-analysis/2IoVwEChbcWx7l97keL1YS,Pet Shop Boys,0.458,252557.0,0.896,2IoVwEChbcWx7l97keL1YS,0.0155,1.0,0.284,-5.438,0.0,25.0,2013-07-15,0.049,133.988,4.0,https://api.spotify.com/v1/tracks/2IoVwEChbcWx7l97keL1YS,The Last to Die,audio_features,spotify:track:2IoVwEChbcWx7l97keL1YS,0.364
109,3.59e-06,Electric,album,https://api.spotify.com/v1/audio-analysis/6mGa1s1nP55t9GQHia9YtN,Pet Shop Boys,0.595,216296.0,0.959,6mGa1s1nP55t9GQHia9YtN,0.808,6.0,0.379,-5.491,0.0,22.0,2013-07-15,0.0581,136.972,4.0,https://api.spotify.com/v1/tracks/6mGa1s1nP55t9GQHia9YtN,Shouting in the Evening,audio_features,spotify:track:6mGa1s1nP55t9GQHia9YtN,0.0772
110,7.55e-05,Electric,album,https://api.spotify.com/v1/audio-analysis/1x5lmIN72eQ7IhbROCqa7r,"Example, Pet Shop Boys",0.683,302113.0,0.772,1x5lmIN72eQ7IhbROCqa7r,0.00629,10.0,0.505,-4.622,0.0,39.0,2013-07-15,0.0356,118.954,4.0,https://api.spotify.com/v1/tracks/1x5lmIN72eQ7IhbROCqa7r,Thursday,audio_features,spotify:track:1x5lmIN72eQ7IhbROCqa7r,0.462
111,0.000143,Electric,album,https://api.spotify.com/v1/audio-analysis/5JPtkjkIENryiqksyUuBT9,Pet Shop Boys,0.595,394595.0,0.821,5JPtkjkIENryiqksyUuBT9,0.179,5.0,0.0824,-4.939,0.0,36.0,2013-07-15,0.0322,130.041,4.0,https://api.spotify.com/v1/tracks/5JPtkjkIENryiqksyUuBT9,Vocal,audio_features,spotify:track:5JPtkjkIENryiqksyUuBT9,0.163
112,0.138,Elysium,album,https://api.spotify.com/v1/audio-analysis/2dmxm9cTfczryl1cBUwf8q,Pet Shop Boys,0.642,230695.0,0.626,2dmxm9cTfczryl1cBUwf8q,0.000544,2.0,0.191,-7.832,1.0,1.0,2012-09-05,0.0336,129.94,4.0,https://api.spotify.com/v1/tracks/2dmxm9cTfczryl1cBUwf8q,Leaving,audio_features,spotify:track:2dmxm9cTfczryl1cBUwf8q,0.738
113,0.313,Elysium,album,https://api.spotify.com/v1/audio-analysis/23lqi7pY7TNspmDdNKFJwZ,Pet Shop Boys,0.673,305400.0,0.48,23lqi7pY7TNspmDdNKFJwZ,0.214,7.0,0.126,-10.407,0.0,1.0,2012-09-05,0.0266,130.019,4.0,https://api.spotify.com/v1/tracks/23lqi7pY7TNspmDdNKFJwZ,Invisible,audio_features,spotify:track:23lqi7pY7TNspmDdNKFJwZ,0.417
114,0.333,Elysium,album,https://api.spotify.com/v1/audio-analysis/5HkBfEi6AGocB1czh0i7LB,Pet Shop Boys,0.421,227866.0,0.73,5HkBfEi6AGocB1czh0i7LB,4.55e-06,9.0,0.111,-6.265,1.0,2.0,2012-09-05,0.0347,173.966,4.0,https://api.spotify.com/v1/tracks/5HkBfEi6AGocB1czh0i7LB,Winner,audio_features,spotify:track:5HkBfEi6AGocB1czh0i7LB,0.442
115,0.093,Elysium,album,https://api.spotify.com/v1/audio-analysis/6ifH6fjUs4BCpFMYFceIai,Pet Shop Boys,0.678,153467.0,0.502,6ifH6fjUs4BCpFMYFceIai,0.0,0.0,0.336,-8.323,1.0,0.0,2012-09-05,0.0304,126.977,4.0,https://api.spotify.com/v1/tracks/6ifH6fjUs4BCpFMYFceIai,Your Early Stuff,audio_features,spotify:track:6ifH6fjUs4BCpFMYFceIai,0.508
116,0.197,Elysium,album,https://api.spotify.com/v1/audio-analysis/4EEA0djnu8i3CK2xHD5lZ7,Pet Shop Boys,0.622,306787.0,0.921,4EEA0djnu8i3CK2xHD5lZ7,0.0368,9.0,0.171,-7.149,0.0,1.0,2012-09-05,0.0417,120.014,4.0,https://api.spotify.com/v1/tracks/4EEA0djnu8i3CK2xHD5lZ7,A Face like That,audio_features,spotify:track:4EEA0djnu8i3CK2xHD5lZ7,0.555
117,0.431,Elysium,album,https://api.spotify.com/v1/audio-analysis/2MZNhMTIDaYCdPncqZh4hi,Pet Shop Boys,0.566,310467.0,0.63,2MZNhMTIDaYCdPncqZh4hi,0.00559,9.0,0.122,-9.059,1.0,0.0,2012-09-05,0.029,141.939,4.0,https://api.spotify.com/v1/tracks/2MZNhMTIDaYCdPncqZh4hi,Breathing Space,audio_features,spotify:track:2MZNhMTIDaYCdPncqZh4hi,0.315
118,0.0968,Elysium,album,https://api.spotify.com/v1/audio-analysis/4XyCrM8lAessuDjzXLyhzA,Pet Shop Boys,0.637,185653.0,0.798,4XyCrM8lAessuDjzXLyhzA,0.000258,6.0,0.214,-7.412,1.0,0.0,2012-09-05,0.164,143.887,4.0,https://api.spotify.com/v1/tracks/4XyCrM8lAessuDjzXLyhzA,Ego Music,audio_features,spotify:track:4XyCrM8lAessuDjzXLyhzA,0.445
119,0.264,Elysium,album,https://api.spotify.com/v1/audio-analysis/2O1V2RvpjXvT75DP8rYfgJ,Pet Shop Boys,0.249,199840.0,0.529,2O1V2RvpjXvT75DP8rYfgJ,0.0,2.0,0.36,-7.928,1.0,0.0,2012-09-05,0.0306,78.63,4.0,https://api.spotify.com/v1/tracks/2O1V2RvpjXvT75DP8rYfgJ,Hold On,audio_features,spotify:track:2O1V2RvpjXvT75DP8rYfgJ,0.261
120,0.352,Elysium,album,https://api.spotify.com/v1/audio-analysis/0KIVlMDRLYGGnstmpdvC2n,Pet Shop Boys,0.682,233027.0,0.578,0KIVlMDRLYGGnstmpdvC2n,0.0,6.0,0.493,-8.767,1.0,0.0,2012-09-05,0.03,125.977,4.0,https://api.spotify.com/v1/tracks/0KIVlMDRLYGGnstmpdvC2n,Give It a Go,audio_features,spotify:track:0KIVlMDRLYGGnstmpdvC2n,0.534
121,0.0916,Elysium,album,https://api.spotify.com/v1/audio-analysis/3fQqy65ZPO8Dllmw2bhL16,Pet Shop Boys,0.607,271880.0,0.895,3fQqy65ZPO8Dllmw2bhL16,6.51e-06,7.0,0.201,-7.006,0.0,0.0,2012-09-05,0.0326,98.011,4.0,https://api.spotify.com/v1/tracks/3fQqy65ZPO8Dllmw2bhL16,Memory of the Future,audio_features,spotify:track:3fQqy65ZPO8Dllmw2bhL16,0.466
122,0.128,Elysium,album,https://api.spotify.com/v1/audio-analysis/47JrqNW6ZElTaEWX28pGiM,Pet Shop Boys,0.586,290493.0,0.772,47JrqNW6ZElTaEWX28pGiM,0.00591,6.0,0.129,-8.068,0.0,0.0,2012-09-05,0.0314,119.999,4.0,https://api.spotify.com/v1/tracks/47JrqNW6ZElTaEWX28pGiM,Everything Means Something,audio_features,spotify:track:47JrqNW6ZElTaEWX28pGiM,0.619
123,0.131,Elysium,album,https://api.spotify.com/v1/audio-analysis/7u2syH9oef3t4KIU1UwstY,Pet Shop Boys,0.662,349373.0,0.688,7u2syH9oef3t4KIU1UwstY,0.00103,5.0,0.189,-7.158,1.0,1.0,2012-09-05,0.0363,110.012,4.0,https://api.spotify.com/v1/tracks/7u2syH9oef3t4KIU1UwstY,Requiem in Denim and Leopardskin,audio_features,spotify:track:7u2syH9oef3t4KIU1UwstY,0.794
124,0.673,Elysium,album,https://api.spotify.com/v1/audio-analysis/4QbdVyWsjajdkpJYukyvkK,Pet Shop Boys,0.299,136235.0,0.394,4QbdVyWsjajdkpJYukyvkK,1.86e-06,5.0,0.262,-8.6,0.0,0.0,2012-09-05,0.0315,118.461,4.0,https://api.spotify.com/v1/tracks/4QbdVyWsjajdkpJYukyvkK,The Way Through the Woods,audio_features,spotify:track:4QbdVyWsjajdkpJYukyvkK,0.0727
125,0.138,Elysium,album,https://api.spotify.com/v1/audio-analysis/7oxcd6QZ3HPP3gaHg9Gl5r,Pet Shop Boys,0.642,230695.0,0.626,7oxcd6QZ3HPP3gaHg9Gl5r,0.000544,2.0,0.191,-7.832,1.0,35.0,2012-09-05,0.0336,129.94,4.0,https://api.spotify.com/v1/tracks/7oxcd6QZ3HPP3gaHg9Gl5r,Leaving,audio_features,spotify:track:7oxcd6QZ3HPP3gaHg9Gl5r,0.738
126,0.313,Elysium,album,https://api.spotify.com/v1/audio-analysis/4C6zjyG6mOsdyNEsZBgZhe,Pet Shop Boys,0.673,305400.0,0.48,4C6zjyG6mOsdyNEsZBgZhe,0.214,7.0,0.126,-10.407,0.0,23.0,2012-09-05,0.0266,130.019,4.0,https://api.spotify.com/v1/tracks/4C6zjyG6mOsdyNEsZBgZhe,Invisible,audio_features,spotify:track:4C6zjyG6mOsdyNEsZBgZhe,0.417
127,0.333,Elysium,album,https://api.spotify.com/v1/audio-analysis/3V0bXebrqCt02WNfe9MBtX,Pet Shop Boys,0.421,227866.0,0.73,3V0bXebrqCt02WNfe9MBtX,4.55e-06,9.0,0.111,-6.265,1.0,27.0,2012-09-05,0.0347,173.966,4.0,https://api.spotify.com/v1/tracks/3V0bXebrqCt02WNfe9MBtX,Winner,audio_features,spotify:track:3V0bXebrqCt02WNfe9MBtX,0.442
128,0.093,Elysium,album,https://api.spotify.com/v1/audio-analysis/6gpYDwlWoruK5knpxLR2te,Pet Shop Boys,0.678,153467.0,0.502,6gpYDwlWoruK5knpxLR2te,0.0,0.0,0.336,-8.323,1.0,18.0,2012-09-05,0.0304,126.977,4.0,https://api.spotify.com/v1/tracks/6gpYDwlWoruK5knpxLR2te,Your Early Stuff,audio_features,spotify:track:6gpYDwlWoruK5knpxLR2te,0.508
129,0.197,Elysium,album,https://api.spotify.com/v1/audio-analysis/0usqGGnEdkcp8iY6I4pi7b,Pet Shop Boys,0.622,306787.0,0.921,0usqGGnEdkcp8iY6I4pi7b,0.0368,9.0,0.171,-7.149,0.0,20.0,2012-09-05,0.0417,120.014,4.0,https://api.spotify.com/v1/tracks/0usqGGnEdkcp8iY6I4pi7b,A Face like That,audio_features,spotify:track:0usqGGnEdkcp8iY6I4pi7b,0.555
130,0.431,Elysium,album,https://api.spotify.com/v1/audio-analysis/6FMM7sQMmbhOMKOttRL2pU,Pet Shop Boys,0.566,310467.0,0.63,6FMM7sQMmbhOMKOttRL2pU,0.00559,9.0,0.122,-9.059,1.0,18.0,2012-09-05,0.029,141.939,4.0,https://api.spotify.com/v1/tracks/6FMM7sQMmbhOMKOttRL2pU,Breathing Space,audio_features,spotify:track:6FMM7sQMmbhOMKOttRL2pU,0.315
131,0.0968,Elysium,album,https://api.spotify.com/v1/audio-analysis/14zOmE9CBr3svMUM91lzBF,Pet Shop Boys,0.637,185653.0,0.798,14zOmE9CBr3svMUM91lzBF,0.000258,6.0,0.214,-7.412,1.0,16.0,2012-09-05,0.164,143.887,4.0,https://api.spotify.com/v1/tracks/14zOmE9CBr3svMUM91lzBF,Ego Music,audio_features,spotify:track:14zOmE9CBr3svMUM91lzBF,0.445
132,0.264,Elysium,album,https://api.spotify.com/v1/audio-analysis/1SS2kw79RY557vzegRJ9sY,Pet Shop Boys,0.249,199840.0,0.529,1SS2kw79RY557vzegRJ9sY,0.0,2.0,0.36,-7.928,1.0,16.0,2012-09-05,0.0306,78.63,4.0,https://api.spotify.com/v1/tracks/1SS2kw79RY557vzegRJ9sY,Hold On,audio_features,spotify:track:1SS2kw79RY557vzegRJ9sY,0.261
133,0.352,Elysium,album,https://api.spotify.com/v1/audio-analysis/6dCcL33Ei5hV6UVujYy4zF,Pet Shop Boys,0.682,233027.0,0.578,6dCcL33Ei5hV6UVujYy4zF,0.0,6.0,0.493,-8.767,1.0,17.0,2012-09-05,0.03,125.977,4.0,https://api.spotify.com/v1/tracks/6dCcL33Ei5hV6UVujYy4zF,Give It a Go,audio_features,spotify:track:6dCcL33Ei5hV6UVujYy4zF,0.534
134,0.0916,Elysium,album,https://api.spotify.com/v1/audio-analysis/2HHDl0UkbMDOex711bxbJ4,Pet Shop Boys,0.607,271880.0,0.895,2HHDl0UkbMDOex711bxbJ4,6.51e-06,7.0,0.201,-7.006,0.0,23.0,2012-09-05,0.0326,98.011,4.0,https://api.spotify.com/v1/tracks/2HHDl0UkbMDOex711bxbJ4,Memory of the Future,audio_features,spotify:track:2HHDl0UkbMDOex711bxbJ4,0.466
135,0.128,Elysium,album,https://api.spotify.com/v1/audio-analysis/313HpHpKK8kcqrXEWA9nx2,Pet Shop Boys,0.586,290493.0,0.772,313HpHpKK8kcqrXEWA9nx2,0.00591,6.0,0.129,-8.068,0.0,16.0,2012-09-05,0.0314,119.999,4.0,https://api.spotify.com/v1/tracks/313HpHpKK8kcqrXEWA9nx2,Everything Means Something,audio_features,spotify:track:313HpHpKK8kcqrXEWA9nx2,0.619
136,0.131,Elysium,album,https://api.spotify.com/v1/audio-analysis/7y2RCfLNyKbCwJbVJRZNdQ,Pet Shop Boys,0.662,349373.0,0.688,7y2RCfLNyKbCwJbVJRZNdQ,0.00103,5.0,0.189,-7.158,1.0,19.0,2012-09-05,0.0363,110.012,4.0,https://api.spotify.com/v1/tracks/7y2RCfLNyKbCwJbVJRZNdQ,Requiem in Denim and Leopardskin,audio_features,spotify:track:7y2RCfLNyKbCwJbVJRZNdQ,0.794
137,0.138,Elysium,album,https://api.spotify.com/v1/audio-analysis/0IVLEjZe5uvILZOz6MqKyx,Pet Shop Boys,0.642,230695.0,0.626,0IVLEjZe5uvILZOz6MqKyx,0.000544,2.0,0.191,-7.832,1.0,2.0,2012-09-05,0.0336,129.94,4.0,https://api.spotify.com/v1/tracks/0IVLEjZe5uvILZOz6MqKyx,Leaving,audio_features,spotify:track:0IVLEjZe5uvILZOz6MqKyx,0.738
138,0.313,Elysium,album,https://api.spotify.com/v1/audio-analysis/4lHLJkTG8sG74INqw9G89H,Pet Shop Boys,0.673,305400.0,0.48,4lHLJkTG8sG74INqw9G89H,0.214,7.0,0.126,-10.407,0.0,1.0,2012-09-05,0.0266,130.019,4.0,https://api.spotify.com/v1/tracks/4lHLJkTG8sG74INqw9G89H,Invisible,audio_features,spotify:track:4lHLJkTG8sG74INqw9G89H,0.417
139,0.333,Elysium,album,https://api.spotify.com/v1/audio-analysis/24zOH2uXHagE8aQlvV4ewR,Pet Shop Boys,0.421,227866.0,0.73,24zOH2uXHagE8aQlvV4ewR,4.55e-06,9.0,0.111,-6.265,1.0,1.0,2012-09-05,0.0347,173.966,4.0,https://api.spotify.com/v1/tracks/24zOH2uXHagE8aQlvV4ewR,Winner,audio_features,spotify:track:24zOH2uXHagE8aQlvV4ewR,0.442
